🕘️更新时间,#genre#
CCTV-5+,http://120.238.94.10:9901/tsfile/live/1023_1.m3u8
CCTV-5+,http://cssbyd.imwork.net:8082/hls/6/index.m3u8
CCTV-5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8
CCTV-5+,http://120.211.62.180:8000/hls/18/index.m3u8
CCTV-6,https://guangdongcmcc.tv12.xyz/12.m3u8
CCTV-6,http://58.17.48.228:808/hls/6/index.m3u8
CCTV-6,http://140.250.221.14:4022/udp/239.21.2.47:5002
CCTV-6,http://171.213.211.24:4022/udp/239.93.1.13:2226
CCTV-6,http://124.226.132.38:19090/udp/239.81.0.233:4056
CCTV-6,http://116.16.188.30:4022/udp/239.77.0.171:5146
CCTV-6,http://114.226.205.65:4022/rtp/239.49.1.6:6000
CCTV-6,http://180.105.218.230:4022/rtp/239.49.1.6:6000
CCTV-6,http://110.80.17.38:9999/tsfile/live/0006_1.m3u8
CCTV-6,http://113.26.202.52:1299/tsfile/live/0006_1.m3u8
CCTV-7,https://guangdongcmcc.tv12.xyz/13.m3u8
CCTV-7,http://58.17.48.228:808/hls/7/index.m3u8
CCTV-7,http://140.250.221.14:4022/udp/239.21.1.152:5002
CCTV-7,http://171.213.211.24:4022/udp/239.93.1.67:5140
CCTV-7,http://113.101.119.50:8090/hls/119/index.m3u8
CCTV-7,http://124.226.132.38:19090/udp/239.81.0.116:4056
CCTV-7,http://116.16.188.30:4022/udp/239.77.0.138:5146
CCTV-7,http://114.226.205.65:4022/rtp/239.49.1.254:6000
CCTV-7,http://180.105.218.230:4022/rtp/239.49.1.254:6000
CCTV-7,http://110.80.17.38:9999/tsfile/live/0007_1.m3u8
CCTV-8,https://guangdongcmcc.tv12.xyz/14.m3u8
CCTV-8,http://58.17.48.228:808/hls/8/index.m3u8
CCTV-8,http://140.250.221.14:4022/udp/239.21.2.48:5002
CCTV-8,http://171.213.211.24:4022/udp/239.93.42.39:5140
CCTV-8,http://113.101.119.50:8090/hls/120/index.m3u8
CCTV-8,http://124.226.132.38:19090/udp/239.81.0.234:4056
CCTV-8,http://116.16.188.30:4022/udp/239.77.0.172:5146
CCTV-8,http://114.226.205.65:4022/rtp/239.49.1.8:6000
CCTV-8,http://180.105.218.230:4022/rtp/239.49.1.8:6000
CCTV-8,http://110.80.17.38:9999/tsfile/live/0008_1.m3u8
CCTV-9,https://guangdongcmcc.tv12.xyz/15.m3u8
CCTV-9,http://58.17.48.228:808/hls/9/index.m3u8
CCTV-9,http://140.250.221.14:4022/udp/239.21.1.153:5002
CCTV-9,http://171.213.211.24:4022/udp/239.93.1.24:5140
CCTV-9,http://124.226.132.38:19090/udp/239.81.0.117:4056
CCTV-9,http://116.16.188.30:4022/udp/239.77.0.135:5146
CCTV-9,http://114.226.205.65:4022/rtp/239.49.8.53:9814
CCTV-9,http://180.105.218.230:4022/rtp/239.49.8.53:9814
CCTV-9,http://110.80.17.38:9999/tsfile/live/0009_1.m3u8
CCTV-9,http://113.26.202.52:1299/tsfile/live/0009_1.m3u8
CCTV-10,https://guangdongcmcc.tv12.xyz/16.m3u8
CCTV-10,http://58.17.48.228:808/hls/10/index.m3u8
CCTV-10,http://140.250.221.14:4022/udp/239.21.1.155:5002
CCTV-10,http://171.213.211.24:4022/udp/239.93.1.28:5140
CCTV-10,http://124.226.132.38:19090/udp/239.81.0.118:4056
CCTV-10,http://116.16.188.30:4022/udp/239.77.0.134:5146
CCTV-10,http://114.226.205.65:4022/rtp/239.49.8.134:6000
CCTV-10,http://114.226.205.65:4022/rtp/239.49.8.54:9818
CCTV-10,http://180.105.218.230:4022/rtp/239.49.8.134:6000
CCTV-10,http://180.105.218.230:4022/rtp/239.49.8.54:9818
CCTV-11,https://guangdongcmcc.tv12.xyz/17.m3u8
CCTV-11,http://58.17.48.228:808/hls/11/index.m3u8
CCTV-11,http://140.250.221.14:4022/udp/239.21.2.2:5002
CCTV-11,http://171.213.211.24:4022/udp/239.93.0.102:5140
CCTV-11,http://113.101.119.50:8090/hls/123/index.m3u8
CCTV-11,http://124.226.132.38:19090/udp/239.81.0.229:4056
CCTV-11,http://116.16.188.30:4022/udp/239.77.1.238:5146
CCTV-11,http://114.226.205.65:4022/rtp/239.49.1.11:6000
CCTV-11,http://180.105.218.230:4022/rtp/239.49.1.11:6000
CCTV-11,http://113.26.202.52:1299/tsfile/live/0011_1.m3u8
CCTV-12,https://guangdongcmcc.tv12.xyz/18.m3u8
CCTV-12,http://58.17.48.228:808/hls/12/index.m3u8
CCTV-12,http://140.250.221.14:4022/udp/239.21.1.156:5002
CCTV-12,http://171.213.211.24:4022/udp/239.93.1.30:8124
CCTV-12,http://113.101.119.50:8090/hls/124/index.m3u8
CCTV-12,http://124.226.132.38:19090/udp/239.81.0.119:4056
CCTV-12,http://116.16.188.30:4022/udp/239.77.0.136:5146
CCTV-12,http://114.226.205.65:4022/rtp/239.49.8.135:6000
CCTV-12,http://114.226.205.65:4022/rtp/239.49.8.55:9822
CCTV-12,http://180.105.218.230:4022/rtp/239.49.8.135:6000
CCTV-13,https://guangdongcmcc.tv12.xyz/19.m3u8
CCTV-13,http://58.17.48.228:808/hls/13/index.m3u8
CCTV-13,http://140.250.221.14:4022/udp/239.21.2.3:5002
CCTV-13,http://171.213.211.24:4022/udp/239.93.0.66:5140
CCTV-13,http://113.101.119.50:8090/hls/125/index.m3u8
CCTV-13,http://124.226.132.38:19090/udp/239.81.0.206:4056
CCTV-13,http://116.16.188.30:4022/udp/239.253.43.196:5146
CCTV-13,http://114.226.205.65:4022/rtp/239.49.1.13:6000
CCTV-13,http://180.105.218.230:4022/rtp/239.49.1.13:6000
CCTV-13,http://110.80.17.38:9999/tsfile/live/0013_1.m3u8
CCTV-14,https://guangdongcmcc.tv12.xyz/20.m3u8
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8
CCTV-14,http://140.250.221.14:4022/udp/239.21.1.157:5002
CCTV-14,http://171.213.211.24:4022/udp/239.93.1.29:6000
CCTV-14,http://124.226.132.38:19090/udp/239.81.0.120:4056
CCTV-14,http://116.16.188.30:4022/udp/239.77.1.161:5146
CCTV-14,http://114.226.205.65:4022/rtp/239.49.8.136:6000
CCTV-14,http://114.226.205.65:4022/rtp/239.49.8.56:9826
CCTV-14,http://180.105.218.230:4022/rtp/239.49.8.136:6000
CCTV-14,http://180.105.218.230:4022/rtp/239.49.8.56:9826
CCTV-15,https://guangdongcmcc.tv12.xyz/21.m3u8
CCTV-15,http://58.17.48.228:808/hls/15/index.m3u8
CCTV-15,http://140.250.221.14:4022/udp/239.21.2.4:5002
CCTV-15,http://171.213.211.24:4022/udp/239.93.0.103:5140
CCTV-15,http://113.101.119.50:8090/hls/127/index.m3u8
CCTV-15,http://124.226.132.38:19090/udp/239.81.0.230:4056
CCTV-15,http://116.16.188.30:4022/udp/239.77.1.239:5146
CCTV-15,http://114.226.205.65:4022/rtp/239.49.1.15:6000
CCTV-15,http://180.105.218.230:4022/rtp/239.49.1.15:6000
CCTV-15,http://113.26.202.52:1299/tsfile/live/0015_1.m3u8
CCTV-16,https://guangdongcmcc.tv12.xyz/22.m3u8
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV-16,http://116.16.188.30:4022/udp/239.77.0.165:5146
CCTV-16,https://cc05.tv12.xyz/17.m3u8
CCTV-16,http://123.175.209.52:9003/hls/17/index.m3u8
CCTV-16,http://69.30.246.194/live/cctv16.m3u8
CCTV-16,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
CCTV-16,http://183.11.239.36:808/hls/169/index.m3u8
CCTV-16,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-16,http://58.221.214.82:9901/tsfile/live/0002_2.m3u8?=txiptv
CCTV-17,https://guangdongcmcc.tv12.xyz/23.m3u8
CCTV-17,http://58.17.48.228:808/hls/26/index.m3u8
CCTV-17,http://140.250.221.14:4022/udp/239.21.1.186:5002
CCTV-17,http://171.213.211.24:4022/udp/239.93.0.92:5140
CCTV-17,http://124.226.132.38:19090/udp/239.81.0.228:4056
CCTV-17,http://116.16.188.30:4022/udp/239.77.1.121:5146
CCTV-17,http://114.226.205.65:4022/rtp/239.49.8.132:6000
CCTV-17,http://114.226.205.65:4022/rtp/239.49.8.52:9810
CCTV-17,http://180.105.218.230:4022/rtp/239.49.8.132:6000
CCTV-17,http://180.105.218.230:4022/rtp/239.49.8.52:9810
CETV-1,http://58.17.48.228:808/hls/85/index.m3u8
CETV-1,http://140.250.221.14:4022/udp/239.21.2.7:5002
CETV-1,http://171.213.211.24:4022/udp/239.93.1.111:5140
CETV-1,http://124.226.132.38:19090/udp/239.81.0.92:4056
CETV-1,http://116.16.188.30:4022/udp/239.77.1.222:5146
CETV-1,http://180.165.14.133:4022/udp/239.45.1.125:5140
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-1,http://117.161.133.51:81/gitv_live/G_CETV-1/G_CETV-1.m3u8?p=GITV
CETV-1,http://171.83.103.119:9999/rtp/239.69.1.110:10298
CETV-1,http://112.254.55.106:22222/rtp/239.253.254.110:8000
CETV-2,http://58.17.48.228:808/hls/86/index.m3u8
CETV-2,http://124.226.132.38:19090/udp/239.81.0.245:4056
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV-2,http://117.161.133.51:81/gitv_live/G_CETV-2/G_CETV-2.m3u8?p=GITV
CETV-2,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=202601140802499d512d62eaa74d1b80ee724fa99806db&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20260114080249&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=218.28.233.106&SecurityKey=20260114080249&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.12.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=b9d246dd5c12d10834cf46710ab76f30&sv=10004&ct=android
CETV-2,https://iptv.catvod.com/live.php?id=CETV2
CETV-2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=58dbb8ad5ad539c0da365c819615222219346bbe2fa8d6e4231da9ad89c4faf34adbae451bebfa99d9b8c9eda32e04a0066231dfd40496610efa4bee9ad5f110baee36b6f4098850d6b507505f
CETV-2,https://cc06.tv12.xyz/24.m3u8
CETV-2,http://hwylivehd.centv.cn/cetv2/2020tsytk.m3u8
CETV-2,http://159.75.85.63:36666/migu/923287211.m3u8?migutoken=a07f322cf5bfbec0348e3aead4d37ada80378e6034baa4ff1751d461138ade5d189d14738774331941fdfbb405487a29fc818d56c06576a49f157e408000ec1920d6e016c4b3b64b8776e85093
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV-3,http://hwylivehd.centv.cn/cetv3/bjdm.m3u8
CETV-3,https://vip.taoiptv.cn/source/jsyd.php?id=G_CETV-3.m3u8&sign=mzxn4l
CETV-3,http://221.221.153.193:8888/rtp/239.3.1.55:4120
CETV-3,http://123.7.110.43:9901/tsfile/live/1024_1.m3u8
CETV-3,http://hsv4dcdn.qnqcdn.net/gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_CETV-3/G_CETV-3.m3u8?p=GITV&area=GD_CUCC&
CETV-3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001309/index.m3u8
CETV-3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226577/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EhE2Z89HKgsQOlN9opVn1iw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNN03yUnk4zBVk1bynPPL3hZ%2CEND
CETV-3,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226722/1.m3u8
CETV-3,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227352/index.m3u8
CETV-4,http://124.226.132.38:19090/udp/239.81.0.246:4056
CETV-4,http://116.16.188.30:4022/udp/239.253.43.40:5146
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8
CETV-4,http://49.113.179.174:4022/udp/238.125.3.92:5140
CETV-4,http://112.254.55.106:22222/rtp/239.253.254.116:8000
CETV-4,http://171.83.103.119:9999/rtp/239.69.2.29:11328
CETV-4,http://hsv4dcdn.qnqcdn.net/gdcucc-livod.qn-cdn.gitv.tv/gitv_live/G_CETV-4/G_CETV-4.m3u8?p=GITV&area=GD_CUCC&
CETV-4,https://stream1.freetv.fun/7d2ba674a4dada75aca082da941e4a003e24f0f9b2ae970b54f7529a30f7ffe4.m3u8
CETV-4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV-4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND

📡卫视频道,#genre#
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
广东卫视,http://23.237.228.134/live6/guangdong.m3u8
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://222.214.208.34:59901/tsfile/live/0125_1.m3u8
广东卫视,http://183.215.134.239:19901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://120.238.94.82:9901/tsfile/live/1009_1.m3u8
广东卫视,http://gfr.x3322.net:9901/tsfile/live/1096_1.m3u8
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8
广东卫视,http://api.kkitv.itv888.cn:8080/hls/qr6872071g/index.m3u8
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv#http://stream.qhbtv.com/adws/sd/live.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=8ee59707fee3ef96c922e680-167055218938751&wsIPSercert=d24f6d7c9d3646d9533d492d5209384b&wsMonitor=0
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0
香港卫视,http://101.35.240.114:88/live.php?id=香港卫视
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,https://iptv.catvod.com/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江卫视,http://23.237.228.134/live6/zhejiang.m3u8
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8?
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86
湖南卫视,http://38.75.136.137:98/gslb/dsdqbv/hnwshd.m3u8?auth=test20251009
湖南卫视,http://23.237.228.134/live6/hunan.m3u8
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://69.30.246.194/live/hnws.m3u8
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视,http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.215.134.239:19901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.214.208.34:59901/tsfile/live/0128_1.m3u8
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqbv/bjwshd.m3u8?auth=test20251009
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://23.237.228.134/live3/beijing.m3u8
北京卫视,http://123.207.224.130:123/beijing/beijing.php?id=bjws4k
北京卫视,http://183.215.134.239:19901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8
北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8
北京卫视,http://gfr.x3322.net:9901/tsfile/live/1089_1.m3u8
北京卫视,http://182.150.23.74:808/hls/17/index.m3u8
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
湖北卫视,http://23.237.228.134/live6/hubei.m3u8
湖北卫视,http://218.17.33.178:53290/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://120.238.94.10:9901/tsfile/live/1055_1.m3u8
湖北卫视,http://112.27.235.94:8000/hls/41/index.m3u8
湖北卫视,http://60.16.0.216:5757/hls/33/index.m3u8
湖北卫视,http://gfr.x3322.net:9901/tsfile/live/1088_1.m3u8
湖北卫视,http://api.kkitv.itv888.cn:8080/hls/qwummpaoaq/index.m3u8
湖北卫视,http://iptv.huuc.edu.cn/hls/hbhd.m3u8
湖北卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010057
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://gfr.x3322.net:9901/tsfile/live/1094_1.m3u8
黑龙江卫视,http://61.136.172.236:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://api.kkitv.itv888.cn:8080/hls/2a24lcvser/index.m3u8
黑龙江卫视,http://iptv.huuc.edu.cn/hls/hljhd.m3u8
黑龙江卫视,https://epg.pw/stream/c6c1262d0b35e59eac22bf513395f00f8b60cc5eab41f598412cdf8269312f32.m3u8
安徽卫视,http://38.75.136.137:98/gslb/dsdqpub/ahwshd.m3u8?auth=testpub
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86
安徽卫视,http://23.237.228.134/live8/anhui.m3u8
安徽卫视,http://satellitepull.cnr.cn/live/wxahws/playlist.m3u8
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8
安徽卫视,http://gfr.x3322.net:9901/tsfile/live/1092_1.m3u8
安徽卫视,http://120.211.62.180:8000/hls/33/index.m3u8
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8
安徽卫视,http://sun135790.x3322.net:9901/tsfile/live/16042_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://23.237.228.134/live6/chongqing.m3u8
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
重庆卫视,http://60.16.0.216:5757/hls/36/index.m3u8
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://gfr.x3322.net:9901/tsfile/live/1093_1.m3u8
重庆卫视,http://111.61.236.247:9081/hls/41/index.m3u8
重庆卫视,http://sun135790.x3322.net:9901/tsfile/live/16041_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://183.11.239.36:808/hls/53/index.m3u8
东方卫视,http://69.30.246.194/live/dfws.m3u8
东方卫视,http://38.75.136.137:98/gslb/dsdqpub/dfwshd.m3u8?auth=testpub
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
东方卫视,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
东方卫视,http://23.237.228.134/live3/dongfang.m3u8
东方卫视,http://23.237.228.134/live6/dongnan.m3u8
东方卫视,http://183.215.134.239:19901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
东方卫视,http://gfr.x3322.net:9901/tsfile/live/1085_1.m3u8
东方卫视,http://api.kkitv.itv888.cn:8080/hls/p269fvbehye/index.m3u8
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
东南卫视,http://23.237.228.134/live8/gansu.m3u8
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8
东南卫视,http://gfr.x3322.net:9901/tsfile/live/1099_1.m3u8
东南卫视,http://61.136.172.236:9901/tsfile/live/0137_1.m3u8
东南卫视,http://api.kkitv.itv888.cn:8080/hls/jjt15bvbl7a/index.m3u8
东南卫视,http://iptv.huuc.edu.cn/hls/dnhd.m3u8
东南卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010096
甘肃卫视,https://iptv.catvod.com/live.php?id=%E7%94%98%E8%82%83%E5%8D%AB%E8%A7%86
甘肃卫视,http://38.75.136.137:98/gslb/dsdqpub/gswshd.m3u8?auth=testpub
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8?key=txiptv
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
甘肃卫视,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
甘肃卫视,http://php.jdshipin.com/TVOD/hnyd.php?id=200000001898/460000089800010098
甘肃卫视,http://z.b.bkpcp.top/m.php?id=gsws
甘肃卫视,http://j.x.bkpcp.top/jx/GSWS
甘肃卫视,http://3501776.xyz:35455/itv/5000000011000031121.m3u8?cdn=bestzb
